Punto_De_Venta,Tipo_De_Comprobante,Numero_De_Comprobante,Fecha_Emision,Fecha_Vencimiento,Fecha_Pago,Estado,CUIT/CUIL,Razon_Social,Condicion,SubTotal,,
52518,FCEA,94843185,17/8/2018,20/8/2018,12/9/2018,Vencido,81-80803047-6,Persona 1370,IVA Sujeto Exento,"2.777.237,00",,
95517,FCEA,81408358,16/1/2019,20/2/2019,30/1/2019,Pagado,10-30860482-3,Persona 2288,Responsable Inscripto,"1.835.307,00",,
35887,FCEA,42942920,6/4/2017,1/6/2017,6/5/2017,Pagado,83-25859552-7,Persona 1954,Régimen Simplificado,"4.767.555,00",,
37758,FCEA,10455396,14/1/2023,27/2/2023,29/1/2023,Pagado,76-21227093-8,Persona 128,Responsable Inscripto,"3.074.372,00",,
50178,FCB,31100400,26/2/2015,8/3/2015,null,Pendiente de pago,89-11447998-2,Empresa 2972 SAS,Responsable Inscripto,"3.524.114,00",,
32534,FCEA,85518128,23/5/2015,15/7/2015,26/6/2015,Pagado,12-87737996-2,Empresa 196 SRL,Régimen Simplificado,"1.736.827,00",,
32534,FCB,91179595,23/5/2015,19/7/2015,null,Pendiente de pago,12-87737996-2,Empresa 196 SRL,Régimen Simplificado,"2.210.846,00",,
90537,FCC,90726600,7/7/2018,18/7/2018,31/7/2018,Vencido,35-17640192-1,Persona 2662,Régimen Simplificado,"3.653.098,00",,
95226,FCEA,86867230,21/2/2022,3/3/2022,null,Pendiente de pago,69-78183021-3,Persona 1099,IVA Sujeto Exento,"1.064.978,00",,
34549,FCB,99361501,14/11/2021,23/12/2021,null,Pendiente de pago,35-12136203-7,Empresa 2429 SAS,Régimen Simplificado,"4.739.026,00",,
78323,FCB,26742743,11/9/2021,2/11/2021,6/10/2021,Pagado,17-14893189-4,Persona 1391,Régimen Simplificado,"257.818,00",,
77243,FCA,96790624,19/8/2015,31/8/2015,null,Pendiente de pago,31-65735130-3,Empresa 1107 SAS,Responsable Inscripto,"3.206.854,00",,
24314,FCEA,22924403,25/10/2014,10/12/2014,30/11/2014,Pagado,28-15812680-0,Persona 837,Responsable Inscripto,"863.866,00",,
44655,FCC,90447100,3/1/2020,28/2/2020,null,Pendiente de pago,35-83354478-2,Persona 1350,Responsable Inscripto,"4.549.882,00",,
86516,FCB,73054235,19/9/2015,26/9/2015,null,Pendiente de pago,87-28023727-7,Persona 1837,Régimen Simplificado,"1.412.096,00",,
42853,FCEA,58389162,10/11/2022,15/12/2022,6/12/2022,Pagado,91-55056274-5,Persona 2654,Responsable Inscripto,"4.991.145,00",,
94455,FCEA,16071094,10/10/2017,28/10/2017,null,Pendiente de pago,10-78654283-7,Empresa 2581 SAS,Régimen Simplificado,"1.257.683,00",,
45509,FCB,17187523,4/2/2020,20/3/2020,15/3/2020,Pagado,25-55775425-4,Persona 1662,Responsable Inscripto,"1.462.132,00",,
76086,FCC,18435917,16/4/2018,3/6/2018,null,Pendiente de pago,12-91443511-9,Persona 1316,Régimen Simplificado,"2.155.189,00",,
81019,FCEA,19037394,17/7/2015,3/8/2015,null,Pendiente de pago,41-79593024-6,Persona 2675,Régimen Simplificado,"2.425.745,00",,
78443,FCA,50026460,29/10/2020,19/11/2020,null,Pendiente de pago,96-17791367-7,Empresa 1746 S.A.,Responsable Inscripto,"3.231.086,00",,
48782,FCC,68901219,15/11/2017,28/11/2017,13/12/2017,Vencido,37-75153335-8,Empresa 1099 SAS,Responsable Inscripto,"411.618,00",,
31646,FCB,75492844,21/11/2014,17/12/2014,7/1/2015,Vencido,10-76277901-1,Empresa 598 SAS,Régimen Simplificado,"2.659.104,00",,
63198,FCC,37368851,19/8/2021,24/9/2021,26/9/2021,Vencido,34-77215437-9,Empresa 1368 SAS,Responsable Inscripto,"236.698,00",,
35887,FCC,34546651,26/1/2015,21/2/2015,null,Pendiente de pago,83-25859552-7,Persona 1954,Régimen Simplificado,"1.600.848,00",,
82806,FCEA,58122892,19/12/2023,2/1/2024,null,Pendiente de pago,61-73565954-8,Empresa 1004 SRL,IVA Sujeto Exento,"517.293,00",,
55608,FCEA,84465372,2/7/2020,3/7/2020,null,Pendiente de pago,60-10468139-5,Empresa 2599 S.A.,IVA Sujeto Exento,"3.904.506,00",,
37997,FCB,37930381,19/7/2022,8/8/2022,5/8/2022,Pagado,78-65849467-5,Persona 564,Responsable Inscripto,"1.519.879,00",,
95226,FCEA,49486344,21/2/2019,11/4/2019,8/3/2019,Pagado,69-78183021-3,Persona 1099,IVA Sujeto Exento,"158.695,00",,
21714,FCA,38860620,23/3/2016,7/4/2016,24/4/2016,Vencido,67-74134729-8,Empresa 1992 SAS,IVA Sujeto Exento,"194.136,00",,
65944,FCEA,44045910,7/6/2016,19/6/2016,5/7/2016,Vencido,36-54377176-4,Persona 2834,IVA Sujeto Exento,"36.046,00",,
57583,FCB,16602641,19/10/2014,31/10/2014,23/11/2014,Vencido,88-46938850-5,Empresa 536 SRL,Régimen Simplificado,"195.224,00",,
73383,FCA,23210108,24/6/2022,23/7/2022,28/6/2022,Pagado,58-67371551-7,Empresa 744 SRL,IVA Sujeto Exento,"2.799.969,00",,
15028,FCEA,50838970,8/11/2019,30/11/2019,31/12/2019,Vencido,81-52872792-5,Empresa 2954 S.A.,Responsable Inscripto,"489.026,00",,
31909,FCEA,60204879,31/5/2022,10/6/2022,11/7/2022,Vencido,97-43257143-8,Persona 2141,IVA Sujeto Exento,"1.725.848,00",,
53668,FCC,76257218,2/11/2018,24/11/2018,10/11/2018,Pagado,29-27950345-4,Persona 1841,IVA Sujeto Exento,"398.733,00",,
69877,FCEA,50052063,6/5/2018,3/6/2018,3/6/2018,Pagado,37-64082255-0,Empresa 2058 S.A.,Responsable Inscripto,"913.472,00",,
70659,FCC,21718158,2/2/2014,19/3/2014,null,Pendiente de pago,29-19300817-2,Empresa 1338 S.A.,IVA Sujeto Exento,"867.892,00",,
51714,FCEA,65224072,8/11/2017,21/11/2017,26/12/2017,Vencido,44-88313866-0,Persona 97,Régimen Simplificado,"647.855,00",,
45903,FCC,33783109,13/3/2023,6/5/2023,null,Pendiente de pago,57-82884798-1,Empresa 2130 S.A.,IVA Sujeto Exento,"92.451,00",,
81758,FCC,45372726,25/3/2015,23/4/2015,30/3/2015,Pagado,80-73593575-9,Empresa 119 SRL,Responsable Inscripto,"3.685.787,00",,
52867,FCC,91793067,15/12/2019,12/2/2020,24/12/2019,Pagado,94-98157931-4,Empresa 1821 SRL,IVA Sujeto Exento,"308.133,00",,
10704,FCEA,33230590,3/12/2024,28/12/2024,22/1/2025,Vencido,93-19951076-6,Empresa 1010 SAS,Responsable Inscripto,"1.813.971,00",,
65034,FCA,64414021,24/8/2018,13/10/2018,null,Pendiente de pago,98-72031962-2,Persona 791,Responsable Inscripto,"4.740.856,00",,
16170,FCB,42267119,10/1/2023,22/1/2023,null,Pendiente de pago,49-12617119-4,Persona 353,Responsable Inscripto,"207.501,00",,
89286,FCA,71069782,30/9/2020,21/11/2020,5/11/2020,Pagado,99-90139845-3,Empresa 41 S.A.,IVA Sujeto Exento,"2.182.244,00",,
42853,FCA,36319623,2/5/2014,10/5/2014,29/6/2014,Vencido,91-55056274-5,Persona 2654,Responsable Inscripto,"1.372.463,00",,
33805,FCA,25340422,25/2/2017,16/4/2017,9/4/2017,Pagado,39-24740191-5,Empresa 446 SAS,Régimen Simplificado,"4.470.097,00",,
87987,FCEA,30815479,9/8/2023,11/9/2023,21/8/2023,Pagado,16-40577511-3,Persona 1884,IVA Sujeto Exento,"1.572.592,00",,
37965,FCEA,24311058,5/10/2018,9/11/2018,null,Pendiente de pago,15-54266394-7,Persona 2224,Régimen Simplificado,"2.228.947,00",,
47253,FCB,51813367,3/8/2019,9/9/2019,27/8/2019,Pagado,86-71032448-0,Empresa 1895 S.A.,Responsable Inscripto,"487.990,00",,
62404,FCA,12292207,20/5/2017,13/7/2017,null,Pendiente de pago,80-57545592-8,Persona 1877,Régimen Simplificado,"3.921.842,00",,
97433,FCB,43135363,26/5/2019,17/7/2019,null,Pendiente de pago,67-20143708-7,Empresa 1620 SAS,Responsable Inscripto,"4.473.196,00",,
77533,FCA,58634935,21/4/2023,27/4/2023,28/4/2023,Vencido,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"2.305.395,00",,
45466,FCB,58633524,2/9/2023,11/9/2023,9/10/2023,Vencido,99-75699533-3,Empresa 215 SRL,Régimen Simplificado,"2.957.453,00",,
77533,FCA,72970087,1/1/2021,22/1/2021,1/2/2021,Vencido,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"233.209,00",,
88885,FCC,14296067,14/3/2018,14/4/2018,3/4/2018,Pagado,40-73455202-4,Persona 2937,IVA Sujeto Exento,"3.667.468,00",,
35408,FCA,76945639,8/7/2016,10/7/2016,null,Pendiente de pago,85-95501920-8,Persona 972,Régimen Simplificado,"2.827.659,00",,
48154,FCA,64968518,10/5/2021,11/6/2021,20/6/2021,Vencido,89-23553817-0,Empresa 2580 SRL,Régimen Simplificado,"324.403,00",,
88964,FCC,66376153,17/9/2017,23/9/2017,6/10/2017,Vencido,10-60141969-0,Persona 619,Responsable Inscripto,"1.215.405,00",,
73383,FCA,23980921,16/8/2021,24/9/2021,28/9/2021,Vencido,58-67371551-7,Empresa 744 SRL,IVA Sujeto Exento,"3.734.505,00",,
93113,FCC,59758329,30/3/2018,25/5/2018,19/5/2018,Pagado,27-88733392-8,Empresa 2030 S.A.,Régimen Simplificado,"2.919.048,00",,
92549,FCA,82286129,17/3/2017,16/5/2017,7/5/2017,Pagado,81-41294138-3,Persona 1079,Responsable Inscripto,"4.829.231,00",,
47679,FCC,49351526,19/8/2014,16/9/2014,6/9/2014,Pagado,90-25617031-5,Empresa 483 S.A.,IVA Sujeto Exento,"348.968,00",,
49563,FCC,54821873,27/12/2021,22/1/2022,null,Pendiente de pago,49-64398627-8,Empresa 920 SAS,Régimen Simplificado,"694.964,00",,
94631,FCB,97762443,22/6/2021,21/7/2021,19/8/2021,Vencido,68-75181686-0,Empresa 2267 SRL,Responsable Inscripto,"651.462,00",,
70045,FCEA,39750085,10/2/2017,28/2/2017,9/3/2017,Vencido,41-77581610-5,Persona 2746,IVA Sujeto Exento,"1.263.838,00",,
26460,FCA,47341348,16/4/2020,8/6/2020,null,Pendiente de pago,11-74060754-1,Persona 534,Régimen Simplificado,"2.274.154,00",,
63727,FCB,40820457,17/8/2019,12/10/2019,22/8/2019,Pagado,32-66436195-1,Empresa 368 S.A.,Responsable Inscripto,"494.794,00",,
81019,FCA,21290638,4/6/2021,26/7/2021,22/6/2021,Pagado,41-79593024-6,Persona 2675,Régimen Simplificado,"3.219.758,00",,
49424,FCA,70455859,25/12/2014,17/2/2015,null,Pendiente de pago,10-23235716-5,Persona 2632,Régimen Simplificado,"2.059.103,00",,
79728,FCA,30756810,1/11/2022,13/12/2022,22/12/2022,Vencido,61-55374457-5,Empresa 706 SAS,Régimen Simplificado,"3.766.903,00",,
71023,FCA,37061004,27/4/2021,19/5/2021,null,Pendiente de pago,12-23734241-4,Persona 1051,Régimen Simplificado,"4.316.356,00",,
69877,FCB,27123620,21/10/2016,30/10/2016,null,Pendiente de pago,37-64082255-0,Empresa 2058 S.A.,Responsable Inscripto,"4.904.033,00",,
22278,FCB,40935489,25/1/2018,16/2/2018,19/3/2018,Vencido,31-87299784-0,Persona 178,Régimen Simplificado,"2.109.985,00",,
65944,FCA,34107643,22/4/2017,11/6/2017,11/5/2017,Pagado,36-54377176-4,Persona 2834,IVA Sujeto Exento,"4.075.502,00",,
92175,FCC,77859230,6/11/2020,1/12/2020,30/11/2020,Pagado,93-21089866-5,Persona 1961,IVA Sujeto Exento,"3.053.592,00",,
74899,FCB,29117954,8/8/2018,7/9/2018,null,Pendiente de pago,43-81050144-9,Empresa 2086 SRL,Responsable Inscripto,"356.401,00",,
41563,FCC,58447082,6/7/2019,2/8/2019,20/8/2019,Vencido,15-33770560-0,Empresa 895 SAS,Régimen Simplificado,"3.278.569,00",,
67441,FCEA,88719113,24/8/2024,4/10/2024,30/8/2024,Pagado,73-22412636-3,Empresa 2911 SRL,IVA Sujeto Exento,"2.932.789,00",,
10737,FCA,52767947,29/3/2014,27/5/2014,12/5/2014,Pagado,22-21174785-4,Persona 2055,Régimen Simplificado,"676.794,00",,
85739,FCC,72739349,20/3/2014,24/4/2014,29/3/2014,Pagado,14-26009382-2,Empresa 1863 S.A.,Responsable Inscripto,"189.609,00",,
78420,FCB,72100625,4/7/2021,8/8/2021,16/7/2021,Pagado,59-86494597-0,Persona 1708,Régimen Simplificado,"1.987.891,00",,
45317,FCEA,15634679,27/11/2015,17/12/2015,null,Pendiente de pago,74-70344245-4,Persona 2190,IVA Sujeto Exento,"868.678,00",,
52108,FCC,41266768,12/11/2014,20/12/2014,8/1/2015,Vencido,19-66527425-9,Empresa 1453 S.A.,Régimen Simplificado,"2.604.399,00",,
73954,FCC,24813736,27/6/2023,18/7/2023,8/7/2023,Pagado,43-48447027-1,Empresa 2855 SRL,Régimen Simplificado,"428.706,00",,
51097,FCA,66440556,11/1/2014,22/1/2014,30/1/2014,Vencido,70-18015602-9,Empresa 2810 SAS,IVA Sujeto Exento,"136.643,00",,
64247,FCEA,39395834,11/6/2017,25/7/2017,4/7/2017,Pagado,64-28881496-1,Persona 2143,Régimen Simplificado,"4.766.112,00",,
92549,FCB,80714284,27/8/2022,1/9/2022,28/9/2022,Vencido,81-41294138-3,Persona 1079,Responsable Inscripto,"3.775.665,00",,
71895,FCA,13637531,25/10/2020,16/11/2020,31/10/2020,Pagado,50-20430021-6,Empresa 789 SRL,IVA Sujeto Exento,"4.501.077,00",,
45466,FCA,50456381,30/12/2018,11/2/2019,29/1/2019,Pagado,99-75699533-3,Empresa 215 SRL,Régimen Simplificado,"1.082.122,00",,
98583,FCA,35345519,25/5/2016,24/7/2016,null,Pendiente de pago,33-45485448-4,Persona 503,Régimen Simplificado,"3.321.509,00",,
99726,FCA,56912380,1/3/2024,1/4/2024,18/4/2024,Vencido,17-78289843-5,Empresa 1234 SAS,Régimen Simplificado,"2.239.307,00",,
57599,FCC,63242916,16/10/2023,9/12/2023,10/11/2023,Pagado,56-99499770-5,Persona 958,IVA Sujeto Exento,"707.811,00",,
91671,FCA,69097649,15/10/2023,4/12/2023,23/10/2023,Pagado,39-79796531-3,Empresa 2029 SAS,IVA Sujeto Exento,"202.743,00",,
39298,FCB,18861018,9/1/2017,15/2/2017,6/3/2017,Vencido,86-55277539-1,Persona 2300,Régimen Simplificado,"3.250.785,00",,
12529,FCC,72680576,23/7/2019,7/8/2019,26/8/2019,Vencido,80-42539671-5,Persona 1843,Régimen Simplificado,"125.500,00",,
42498,FCB,35158506,8/2/2019,9/2/2019,null,Pendiente de pago,24-95124865-4,Empresa 726 S.A.,Régimen Simplificado,"1.294.184,00",,
77576,FCC,87383668,8/2/2015,3/3/2015,null,Pendiente de pago,10-58282295-3,Empresa 1048 S.A.,IVA Sujeto Exento,"1.957.108,00",,
51967,FCEA,19911175,16/9/2020,31/10/2020,null,Pendiente de pago,47-60721334-8,Persona 1003,Responsable Inscripto,"218.101,00",,
12655,FCC,91054139,18/11/2023,22/12/2023,30/11/2023,Pagado,46-41474212-3,Empresa 2245 SRL,Régimen Simplificado,"3.582.031,00",,
22840,FCA,94715432,14/5/2024,22/6/2024,null,Pendiente de pago,81-95133562-0,Empresa 131 S.A.,Responsable Inscripto,"2.735.911,00",,
32047,FCB,38538158,19/2/2016,19/3/2016,15/3/2016,Pagado,49-57493613-2,Persona 953,Régimen Simplificado,"2.205.166,00",,
95734,FCC,51240950,24/4/2018,31/5/2018,1/6/2018,Vencido,31-74129078-7,Persona 273,IVA Sujeto Exento,"4.087.405,00",,
51097,FCEA,60742319,15/2/2021,2/4/2021,10/4/2021,Vencido,70-18015602-9,Empresa 2810 SAS,IVA Sujeto Exento,"1.367.423,00",,
47298,FCC,20635180,2/5/2024,6/6/2024,null,Pendiente de pago,16-49741784-2,Empresa 515 SAS,IVA Sujeto Exento,"11.393,00",,
32047,FCEA,55888691,19/6/2024,2/7/2024,null,Pendiente de pago,49-57493613-2,Persona 953,Régimen Simplificado,"4.238.852,00",,
25925,FCB,61083451,4/4/2019,16/5/2019,6/5/2019,Pagado,67-88645503-6,Persona 2644,IVA Sujeto Exento,"1.219.259,00",,
34575,FCA,82240307,6/8/2014,22/9/2014,5/10/2014,Vencido,58-88205417-9,Persona 1031,Régimen Simplificado,"965.289,00",,
69938,FCEA,97278391,12/2/2020,13/3/2020,null,Pendiente de pago,58-36363747-8,Persona 2348,IVA Sujeto Exento,"86.757,00",,
70045,FCB,67684888,27/3/2019,19/4/2019,null,Pendiente de pago,41-77581610-5,Persona 2746,IVA Sujeto Exento,"575.672,00",,
33805,FCC,24128912,18/3/2023,15/4/2023,2/5/2023,Vencido,39-24740191-5,Empresa 446 SAS,Régimen Simplificado,"498.721,00",,
26131,FCA,79861277,16/6/2014,15/7/2014,24/7/2014,Vencido,71-62782899-9,Empresa 2588 S.A.,Responsable Inscripto,"263.503,00",,
67441,FCC,37493023,7/2/2016,10/3/2016,27/3/2016,Vencido,73-22412636-3,Empresa 2911 SRL,IVA Sujeto Exento,"433.285,00",,
97755,FCA,19578818,20/5/2020,9/6/2020,5/6/2020,Pagado,37-82574059-8,Empresa 1211 S.A.,Responsable Inscripto,"3.764.714,00",,
75920,FCA,83636399,7/10/2016,4/12/2016,20/11/2016,Pagado,83-13565672-2,Empresa 1739 S.A.,Responsable Inscripto,"1.466.269,00",,
18010,FCA,63953585,9/10/2017,23/11/2017,15/10/2017,Pagado,85-12114145-2,Persona 1183,IVA Sujeto Exento,"1.213.899,00",,
27863,FCA,56401362,23/2/2017,1/4/2017,15/3/2017,Pagado,97-66032127-3,Persona 1438,Régimen Simplificado,"2.893.437,00",,
93780,FCC,13796144,19/2/2021,1/3/2021,null,Pendiente de pago,27-53358980-2,Empresa 214 S.A.,Régimen Simplificado,"107.019,00",,
91671,FCEA,41775199,24/2/2021,11/4/2021,null,Pendiente de pago,39-79796531-3,Empresa 2029 SAS,IVA Sujeto Exento,"1.170.556,00",,
91670,FCB,94627053,27/1/2020,25/2/2020,14/3/2020,Vencido,83-47572663-5,Empresa 1724 SAS,IVA Sujeto Exento,"479.626,00",,
10669,FCEA,75519207,4/9/2019,2/10/2019,null,Pendiente de pago,76-70194179-5,Empresa 2869 SRL,Responsable Inscripto,"2.364.627,00",,
43574,FCA,99239978,13/4/2022,6/5/2022,null,Pendiente de pago,58-33619148-6,Persona 590,IVA Sujeto Exento,"3.576.732,00",,
84155,FCEA,93877885,25/12/2018,30/12/2018,31/1/2019,Vencido,91-37931560-4,Persona 1216,IVA Sujeto Exento,"3.689.466,00",,
92944,FCEA,41608412,27/2/2021,4/3/2021,10/3/2021,Vencido,69-17873342-8,Persona 2550,Régimen Simplificado,"592.108,00",,
63727,FCB,89312693,28/1/2023,13/2/2023,null,Pendiente de pago,32-66436195-1,Empresa 368 S.A.,Responsable Inscripto,"126.580,00",,
68104,FCEA,69454810,19/8/2019,31/8/2019,1/9/2019,Vencido,29-25796111-3,Empresa 1985 S.A.,IVA Sujeto Exento,"4.244.272,00",,
38279,FCC,27623310,18/5/2021,4/7/2021,null,Pendiente de pago,58-28126434-5,Persona 724,IVA Sujeto Exento,"465.195,00",,
69877,FCC,55898749,24/4/2024,19/6/2024,11/6/2024,Pagado,37-64082255-0,Empresa 2058 S.A.,Responsable Inscripto,"2.113.427,00",,
60048,FCB,70942333,16/10/2020,5/11/2020,null,Pendiente de pago,41-28740175-8,Persona 660,Régimen Simplificado,"692.147,00",,
56552,FCC,33774799,21/8/2015,22/8/2015,22/9/2015,Vencido,16-93416888-1,Empresa 1479 SAS,IVA Sujeto Exento,"42.380,00",,
47503,FCB,84619253,24/8/2021,27/9/2021,22/9/2021,Pagado,87-37281199-7,Empresa 1905 SAS,Responsable Inscripto,"137.893,00",,
87845,FCC,33211476,7/2/2017,7/3/2017,null,Pendiente de pago,36-47563605-7,Persona 2496,Régimen Simplificado,"1.984.636,00",,
78647,FCC,56337567,6/10/2021,21/10/2021,12/10/2021,Pagado,72-12667894-4,Empresa 1797 SAS,Responsable Inscripto,"3.475.722,00",,
31220,FCC,95650847,3/12/2016,10/12/2016,10/1/2017,Vencido,37-60255124-8,Empresa 2442 S.A.,IVA Sujeto Exento,"3.925.885,00",,
58241,FCB,50323434,24/5/2024,19/7/2024,26/5/2024,Pagado,26-67874588-2,Empresa 1586 SAS,Régimen Simplificado,"3.639.457,00",,
63837,FCC,55030671,26/11/2020,8/12/2020,21/1/2021,Vencido,62-82343859-7,Empresa 2323 SRL,IVA Sujeto Exento,"2.626.228,00",,
90049,FCA,18893406,6/6/2024,21/7/2024,null,Pendiente de pago,93-15187469-3,Empresa 2425 SRL,IVA Sujeto Exento,"2.720.011,00",,
41672,FCA,78377171,22/3/2024,24/4/2024,28/4/2024,Vencido,91-14271494-8,Persona 2884,IVA Sujeto Exento,"2.563.641,00",,
10669,FCA,55366032,22/11/2020,8/1/2021,null,Pendiente de pago,76-70194179-5,Empresa 2869 SRL,Responsable Inscripto,"403.913,00",,
46232,FCEA,99633663,10/9/2016,18/9/2016,null,Pendiente de pago,40-46010193-8,Empresa 1321 S.A.,Régimen Simplificado,"190.507,00",,
67217,FCB,29805055,28/8/2019,22/10/2019,9/10/2019,Pagado,11-41039628-5,Persona 71,Régimen Simplificado,"1.474.831,00",,
22517,FCB,94725824,10/7/2023,27/7/2023,3/8/2023,Vencido,35-96517319-9,Persona 808,Régimen Simplificado,"4.714.328,00",,
14807,FCC,53405256,9/9/2018,11/9/2018,23/9/2018,Vencido,72-48674262-4,Persona 523,Responsable Inscripto,"3.470.379,00",,
42853,FCB,95523249,31/10/2019,4/11/2019,14/11/2019,Vencido,91-55056274-5,Persona 2654,Responsable Inscripto,"1.193.761,00",,
72655,FCEA,71548587,2/10/2024,16/10/2024,14/11/2024,Vencido,88-11457018-3,Empresa 737 SAS,IVA Sujeto Exento,"1.624.431,00",,
22517,FCC,67620552,22/9/2014,17/11/2014,21/11/2014,Vencido,35-96517319-9,Persona 808,Régimen Simplificado,"1.985.668,00",,
78225,FCB,41653673,22/7/2019,9/8/2019,null,Pendiente de pago,54-89880039-3,Empresa 1970 SRL,Régimen Simplificado,"358.154,00",,
93490,FCEA,86514201,21/7/2019,15/8/2019,null,Pendiente de pago,19-37016576-6,Empresa 2867 S.A.,Responsable Inscripto,"427.117,00",,
11143,FCA,30764013,13/9/2021,11/11/2021,null,Pendiente de pago,12-44529688-8,Empresa 2844 SAS,Régimen Simplificado,"3.369.859,00",,
79214,FCB,46771798,28/11/2023,27/1/2024,4/12/2023,Pagado,82-30131888-0,Persona 2531,Régimen Simplificado,"912.781,00",,
33868,FCB,81822731,12/7/2024,31/8/2024,1/9/2024,Vencido,72-58579147-0,Persona 638,Régimen Simplificado,"1.000.423,00",,
37965,FCEA,47977432,6/9/2023,3/11/2023,10/10/2023,Pagado,15-54266394-7,Persona 2224,Régimen Simplificado,"1.605.064,00",,
16643,FCA,18617261,23/8/2019,13/10/2019,5/9/2019,Pagado,51-42274772-9,Empresa 1401 SRL,Régimen Simplificado,"4.413.762,00",,
95734,FCC,27877940,21/5/2018,1/7/2018,null,Pendiente de pago,31-74129078-7,Persona 273,IVA Sujeto Exento,"1.801.968,00",,
45509,FCA,69166182,1/11/2023,16/12/2023,1/12/2023,Pagado,25-55775425-4,Persona 1662,Responsable Inscripto,"3.928.303,00",,
88964,FCEA,57403549,21/9/2014,12/11/2014,29/9/2014,Pagado,10-60141969-0,Persona 619,Responsable Inscripto,"4.630.149,00",,
10503,FCB,53326208,10/10/2017,6/11/2017,null,Pendiente de pago,78-87308709-6,Empresa 439 SAS,Régimen Simplificado,"3.988.585,00",,
33255,FCA,10816002,27/6/2020,21/8/2020,null,Pendiente de pago,55-10116027-1,Empresa 983 SRL,Responsable Inscripto,"672.476,00",,
53283,FCEA,31355221,26/3/2014,4/5/2014,21/5/2014,Vencido,14-10161509-9,Persona 1518,Régimen Simplificado,"3.557.757,00",,
46055,FCC,33193632,6/12/2020,19/12/2020,19/1/2021,Vencido,76-23042343-5,Persona 73,Régimen Simplificado,"4.016.969,00",,
38279,FCB,60034454,27/9/2023,9/11/2023,17/10/2023,Pagado,58-28126434-5,Persona 724,IVA Sujeto Exento,"1.848.499,00",,
14656,FCA,95646482,20/4/2018,15/5/2018,13/6/2018,Vencido,34-40209416-6,Empresa 2813 S.A.,Régimen Simplificado,"3.837.768,00",,
31909,FCC,11379859,4/7/2018,23/7/2018,24/7/2018,Vencido,97-43257143-8,Persona 2141,IVA Sujeto Exento,"2.563.123,00",,
42334,FCC,57072382,4/4/2023,18/5/2023,14/5/2023,Pagado,84-12353543-2,Persona 1607,Responsable Inscripto,"4.721.454,00",,
10669,FCA,83968077,8/7/2021,16/8/2021,21/8/2021,Vencido,76-70194179-5,Empresa 2869 SRL,Responsable Inscripto,"1.656.701,00",,
77511,FCEA,69616062,20/3/2016,19/5/2016,null,Pendiente de pago,54-68652513-7,Persona 928,IVA Sujeto Exento,"379.385,00",,
41247,FCEA,84003514,12/5/2022,9/7/2022,22/6/2022,Pagado,52-26720590-7,Persona 2613,Régimen Simplificado,"1.141.126,00",,
56395,FCC,59685163,29/11/2017,30/12/2017,null,Pendiente de pago,36-57828380-7,Persona 821,Régimen Simplificado,"3.459.987,00",,
94774,FCA,30381957,15/1/2014,17/2/2014,26/2/2014,Vencido,33-33092693-2,Empresa 2019 SRL,Régimen Simplificado,"3.449.803,00",,
77511,FCEA,88604763,14/11/2017,26/12/2017,null,Pendiente de pago,54-68652513-7,Persona 928,IVA Sujeto Exento,"419.448,00",,
92175,FCEA,90171948,16/8/2019,28/8/2019,2/9/2019,Vencido,93-21089866-5,Persona 1961,IVA Sujeto Exento,"413.225,00",,
42069,FCA,36894665,30/4/2015,27/6/2015,null,Pendiente de pago,34-85210024-9,Persona 1819,Régimen Simplificado,"254.128,00",,
54173,FCA,33747888,11/7/2021,25/8/2021,17/7/2021,Pagado,43-29212096-5,Empresa 82 S.A.,Régimen Simplificado,"3.804.944,00",,
95226,FCA,83701021,11/10/2017,24/11/2017,null,Pendiente de pago,69-78183021-3,Persona 1099,IVA Sujeto Exento,"3.102.372,00",,
88608,FCEA,78351198,13/11/2019,7/12/2019,4/12/2019,Pagado,48-37819054-6,Empresa 908 S.A.,Responsable Inscripto,"105.932,00",,
64112,FCB,15601860,21/5/2016,15/6/2016,6/7/2016,Vencido,13-95389434-4,Persona 334,Responsable Inscripto,"2.835.256,00",,
20737,FCA,63320222,18/1/2019,12/3/2019,9/2/2019,Pagado,20-40796170-4,Persona 2449,Régimen Simplificado,"503.965,00",,
55409,FCA,19557715,6/9/2019,4/11/2019,10/9/2019,Pagado,84-92857352-6,Persona 2129,Responsable Inscripto,"807.108,00",,
51097,FCEA,45029775,29/9/2024,22/11/2024,5/11/2024,Pagado,70-18015602-9,Empresa 2810 SAS,IVA Sujeto Exento,"256.335,00",,
18758,FCB,35957688,11/10/2023,15/10/2023,null,Pendiente de pago,92-70771251-3,Empresa 960 SRL,IVA Sujeto Exento,"3.528.063,00",,
94144,FCB,34450503,23/1/2023,2/2/2023,6/2/2023,Vencido,86-64545431-5,Empresa 2590 SRL,Régimen Simplificado,"1.040.616,00",,
35887,FCEA,89662670,10/4/2015,25/4/2015,9/6/2015,Vencido,83-25859552-7,Persona 1954,Régimen Simplificado,"4.914.388,00",,
52187,FCA,78709640,30/10/2020,24/12/2020,null,Pendiente de pago,37-83893037-4,Empresa 422 SAS,Responsable Inscripto,"2.542.071,00",,
